Unnamed: 0,index,Hospital Name,Address,State,ZIP Code,County Name,Condition,Measure Name,Score
1321,1321,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,OK,74401,MUSKOGEE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1322,1322,OMAHA VA MEDICAL CENTER - VA NEBRASKA WESTERN IOWA,4101 WOOLWORTH AVENUE,NE,68105,DOUGLAS,Emergency Department (ED) Measures,Door to diagnostic eval,
1323,1323,SAN ANTONIO VA MEDICAL CENTER - VA SOUTH TEXAS,7400 MERTON MINTER BLVD.,TX,78229,BEXAR,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,80.0
1324,1324,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,MN,56303,STEARNS,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1325,1325,PHOENIX VA MEDICAL CENTER,650 E. INDIAN SCHOOL ROAD,AZ,85012,MARICOPA,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1326,1326,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER JACKSON,1500 E. WOODROW WILSON DRIVE,MS,39216,HINDS,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1327,1327,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,CA,90822,LOS ANGELES,Emergency Department (ED) Measures,Head CT results,
1328,1328,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,CA,90073,LOS ANGELES,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1329,1329,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,CA,90073,LOS ANGELES,Emergency Department (ED) Measures,Door to diagnostic eval,
1330,1330,SAN ANTONIO VA MEDICAL CENTER - VA SOUTH TEXAS,7400 MERTON MINTER BLVD.,TX,78229,BEXAR,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1331,1331,OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT,510 EAST STONER AVENUE,LA,71101,CADDO,Emergency Department (ED) Measures,Door to diagnostic eval,
1332,1332,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,CA,94121,SAN FRANCIS,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,460.0
1333,1333,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,OK,74401,MUSKOGEE,Preventative Care Measures,Patients assessed and given influenza vaccination,94.0
1334,1334,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,CO,80220,DENVER,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1335,1335,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,CO,80220,DENVER,Preventative Care Measures,Patients assessed and given influenza vaccination,86.0
1336,1336,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,CA,95655,SACRAMENTO,Preventative Care Measures,Patients assessed and given influenza vaccination,89.0
1337,1337,SAN ANTONIO VA MEDICAL CENTER - VA SOUTH TEXAS,7400 MERTON MINTER BLVD.,TX,78229,BEXAR,Emergency Department (ED) Measures,Head CT results,
1338,1338,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,OK,74401,MUSKOGEE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1339,1339,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,IL,62959,WILLIAMSON,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,150.0
1340,1340,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,CA,92161,SAN DIEGO,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
1341,1341,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,MO,63901,BUTLER,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
1342,1342,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,MO,63901,BUTLER,Emergency Department (ED) Measures,Median time to pain med,
1343,1343,BOISE VA MEDICAL CENTER,500 W. FORT STREET,ID,83702,ADA,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1344,1344,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,CA,90073,LOS ANGELES,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,407.0
1345,1345,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,OR,97239,MULTNOMAH,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1346,1346,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,WA,98108,KING,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1347,1347,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,AR,72205,PULASKI,Emergency Department (ED) Measures,Median time to pain med,
1348,1348,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,MN,56303,STEARNS,Acute Myocardial Infarction (AMI),Median Time to ECG,
1349,1349,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,AR,72703,WASHINGTON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,234.0
1350,1350,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,KS,66622,SHAWNEE,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
1351,1351,DALLAS VA MEDICAL CENTER - VA NORTH TEXAS,4500 S. LANCASTER ROAD,TX,75216,DALLAS,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1352,1352,OMAHA VA MEDICAL CENTER - VA NEBRASKA WESTERN IOWA,4101 WOOLWORTH AVENUE,NE,68105,DOUGLAS,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1353,1353,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,LA,71360,RAPIDES,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1354,1354,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,WY,82801,SHERIDAN,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1355,1355,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,NM,87108,BERNALILLO,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1356,1356,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,MT,59636,LEWIS AND C,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1357,1357,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,WY,82801,SHERIDAN,Emergency Department (ED) Measures,Head CT results,
1358,1358,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,MS,39531,HARRISON,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1359,1359,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,AZ,86313,YAVAPAI,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,131.0
1360,1360,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,WA,99205,SPOKANE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1361,1361,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,OR,97239,MULTNOMAH,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
1362,1362,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,IL,62959,WILLIAMSON,Emergency Department (ED) Measures,Median time to pain med,86.0
1363,1363,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OK,73104,OKLAHOMA,Emergency Department (ED) Measures,Door to diagnostic eval,
1364,1364,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,IA,50310,POLK,Emergency Department (ED) Measures,Head CT results,
1365,1365,FARGO VA MEDICAL CENTER,2101 ELM STREET,ND,58102,CASS,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1366,1366,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,CA,90073,LOS ANGELES,Emergency Department (ED) Measures,Head CT results,
1367,1367,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,KS,66622,SHAWNEE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1368,1368,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,NV,89086,CLARK,Emergency Department (ED) Measures,Door to diagnostic eval,
1369,1369,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IA,52246,JOHNSON,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1370,1370,SAN ANTONIO VA MEDICAL CENTER - VA SOUTH TEXAS,7400 MERTON MINTER BLVD.,TX,78229,BEXAR,Acute Myocardial Infarction (AMI),Median Time to ECG,
1371,1371,TEMPLE VA MEDICAL CENTER - VA CENTRAL TEXAS,1901 VETERANS MEMORIAL DRIVE,TX,76504,BELL,Emergency Department (ED) Measures,Head CT results,
1372,1372,FARGO VA MEDICAL CENTER,2101 ELM STREET,ND,58102,CASS,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1373,1373,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,CA,94304,SANTA CLARA,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1374,1374,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,MO,63106,SAINT LOUIS,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1375,1375,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,LA,71360,RAPIDES,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
1376,1376,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,CA,94304,SANTA CLARA,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1377,1377,DALLAS VA MEDICAL CENTER - VA NORTH TEXAS,4500 S. LANCASTER ROAD,TX,75216,DALLAS,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1378,1378,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,IA,50310,POLK,Emergency Department (ED) Measures,Median time to pain med,
1379,1379,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,MT,59636,LEWIS AND C,Emergency Department (ED) Measures,Head CT results,
1380,1380,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,CA,93703,FRESNO,Preventative Care Measures,Patients assessed and given influenza vaccination,85.0
1381,1381,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,TX,79106,POTTER,Preventative Care Measures,Patients assessed and given influenza vaccination,92.0
1382,1382,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,CA,94121,SAN FRANCIS,Preventative Care Measures,Patients assessed and given influenza vaccination,83.0
1383,1383,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,WY,82001,LARAMIE,Emergency Department (ED) Measures,Door to diagnostic eval,40.0
1384,1384,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OK,73104,OKLAHOMA,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1385,1385,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,OR,97239,MULTNOMAH,Preventative Care Measures,Patients assessed and given influenza vaccination,98.0
1386,1386,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,SD,57741,MEADE,Emergency Department (ED) Measures,Head CT results,
1387,1387,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,KS,66622,SHAWNEE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,158.0
1388,1388,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,TX,77030,HARRIS,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
1389,1389,TEMPLE VA MEDICAL CENTER - VA CENTRAL TEXAS,1901 VETERANS MEMORIAL DRIVE,TX,76504,BELL,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1390,1390,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,CA,92357,SAN BERNARD,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1391,1391,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,IL,62959,WILLIAMSON,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1392,1392,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,OR,97471,DOUGLAS,Emergency Department (ED) Measures,Door to diagnostic eval,
1393,1393,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,SD,57741,MEADE,Emergency Department (ED) Measures,Median time to pain med,
1394,1394,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,NM,87108,BERNALILLO,Emergency Department (ED) Measures,Door to diagnostic eval,
1395,1395,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,CA,90822,LOS ANGELES,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1396,1396,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,CO,81501,MESA,Acute Myocardial Infarction (AMI),Median Time to ECG,
1397,1397,OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT,510 EAST STONER AVENUE,LA,71101,CADDO,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
1398,1398,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,AR,72205,PULASKI,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,312.0
1399,1399,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER JACKSON,1500 E. WOODROW WILSON DRIVE,MS,39216,HINDS,Preventative Care Measures,Patients assessed and given influenza vaccination,96.0
1400,1400,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,AR,72703,WASHINGTON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1401,1401,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,OK,74401,MUSKOGEE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,102.0
1402,1402,OMAHA VA MEDICAL CENTER - VA NEBRASKA WESTERN IOWA,4101 WOOLWORTH AVENUE,NE,68105,DOUGLAS,Emergency Department (ED) Measures,Median time to pain med,
1403,1403,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,WY,82801,SHERIDAN,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1404,1404,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,AR,72703,WASHINGTON,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1405,1405,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,KS,66622,SHAWNEE,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1406,1406,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,IL,62959,WILLIAMSON,Preventative Care Measures,Patients assessed and given influenza vaccination,99.0
1407,1407,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,WY,82001,LARAMIE,Preventative Care Measures,Patients assessed and given influenza vaccination,76.0
1408,1408,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,CA,92357,SAN BERNARD,Emergency Department (ED) Measures,Median time to pain med,
1409,1409,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,CA,94121,SAN FRANCIS,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1410,1410,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,KS,66622,SHAWNEE,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1411,1411,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,MO,63106,SAINT LOUIS,Preventative Care Measures,Patients assessed and given influenza vaccination,93.0
1412,1412,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,MO,63106,SAINT LOUIS,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1413,1413,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,UT,84148,SALT LAKE,Preventative Care Measures,Patients assessed and given influenza vaccination,72.0
1414,1414,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,CO,80220,DENVER,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,253.0
1415,1415,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,KS,66622,SHAWNEE,Preventative Care Measures,Patients assessed and given influenza vaccination,80.0
1416,1416,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,MO,63901,BUTLER,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
1417,1417,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,OK,74401,MUSKOGEE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1418,1418,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,NV,89086,CLARK,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,0.0
1419,1419,DALLAS VA MEDICAL CENTER - VA NORTH TEXAS,4500 S. LANCASTER ROAD,TX,75216,DALLAS,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1420,1420,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,CO,81501,MESA,Preventative Care Measures,Patients assessed and given influenza vaccination,77.0
1421,1421,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,CA,95655,SACRAMENTO,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1422,1422,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,CA,90822,LOS ANGELES,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1423,1423,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,OR,97471,DOUGLAS,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1424,1424,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,TX,79106,POTTER,Emergency Department (ED) Measures,Head CT results,
1425,1425,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,NM,87108,BERNALILLO,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,200.0
1426,1426,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,CO,81501,MESA,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,44.0
1427,1427,FARGO VA MEDICAL CENTER,2101 ELM STREET,ND,58102,CASS,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,138.0
1428,1428,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,TX,77030,HARRIS,Acute Myocardial Infarction (AMI),Median Time to ECG,
1429,1429,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,MT,59636,LEWIS AND C,Emergency Department (ED) Measures,Door to diagnostic eval,
1430,1430,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,AR,72205,PULASKI,Emergency Department (ED) Measures,Head CT results,
1431,1431,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SD,57117,MINNEHAHA,Emergency Department (ED) Measures,Door to diagnostic eval,
1432,1432,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,SD,57741,MEADE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1433,1433,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,LA,71360,RAPIDES,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1434,1434,TEMPLE VA MEDICAL CENTER - VA CENTRAL TEXAS,1901 VETERANS MEMORIAL DRIVE,TX,76504,BELL,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1435,1435,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,CA,95655,SACRAMENTO,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
1436,1436,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,AZ,86313,YAVAPAI,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1437,1437,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,MT,59636,LEWIS AND C,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
1438,1438,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,NV,89502,WASHOE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,321.0
1439,1439,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,AZ,86313,YAVAPAI,Emergency Department (ED) Measures,Door to diagnostic eval,48.0
1440,1440,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,CO,80220,DENVER,Emergency Department (ED) Measures,Door to diagnostic eval,
1441,1441,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,AR,72205,PULASKI,Preventative Care Measures,Patients assessed and given influenza vaccination,82.0
1442,1442,BOISE VA MEDICAL CENTER,500 W. FORT STREET,ID,83702,ADA,Preventative Care Measures,Patients assessed and given influenza vaccination,75.0
1443,1443,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,AR,72703,WASHINGTON,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1444,1444,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,CO,80220,DENVER,Emergency Department (ED) Measures,Median time to pain med,
1445,1445,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,CA,95655,SACRAMENTO,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,397.0
1446,1446,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,CA,93703,FRESNO,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1447,1447,OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT,510 EAST STONER AVENUE,LA,71101,CADDO,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1448,1448,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,WA,99205,SPOKANE,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1449,1449,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,SD,57741,MEADE,Acute Myocardial Infarction (AMI),Median Time to ECG,
1450,1450,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,MT,59636,LEWIS AND C,Preventative Care Measures,Patients assessed and given influenza vaccination,88.0
1451,1451,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,IA,50310,POLK,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1452,1452,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IA,52246,JOHNSON,Emergency Department (ED) Measures,Door to diagnostic eval,
1453,1453,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,WA,99205,SPOKANE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
1454,1454,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,MT,59636,LEWIS AND C,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,130.0
1455,1455,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,CA,90822,LOS ANGELES,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1456,1456,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,AZ,85723,PIMA,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1457,1457,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,WY,82801,SHERIDAN,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
1458,1458,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,TX,77030,HARRIS,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,171.0
1459,1459,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OK,73104,OKLAHOMA,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,203.0
1460,1460,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,AZ,86313,YAVAPAI,Emergency Department (ED) Measures,Head CT results,
1461,1461,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,SD,57741,MEADE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,184.0
1462,1462,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,WY,82001,LARAMIE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,165.0
1463,1463,DALLAS VA MEDICAL CENTER - VA NORTH TEXAS,4500 S. LANCASTER ROAD,TX,75216,DALLAS,Preventative Care Measures,Patients assessed and given influenza vaccination,79.0
1464,1464,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,CA,94121,SAN FRANCIS,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1465,1465,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,CA,94304,SANTA CLARA,Emergency Department (ED) Measures,Head CT results,
1466,1466,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,CA,95655,SACRAMENTO,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,278.0
1467,1467,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER JACKSON,1500 E. WOODROW WILSON DRIVE,MS,39216,HINDS,Emergency Department (ED) Measures,Head CT results,
